CI_Cat,CI_Subcat,WBS,Status,Impact,Urgency,Priority,number_cnt,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Resolution_Time_hrs
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.701244418,request for information,closed,0.0,2013-10-04 14:08:00,2013-10-01 16:21:00,2013-10-07 09:15:00,2013-10-07 09:15:00,5611666667,Other,1.0,1.0,1.0,67.11666666666666
application,Server Based Application,WBS000264,Closed,5,5,5.0,0.922641503,request for information,closed,0.0,2013-10-04 14:29:00,2013-10-01 16:21:00,2013-10-04 15:33:00,2013-10-04 15:34:00,70555556,Other,1.0,1.0,1.0,1.0833333333333333
application,Web Based Application,WBS000318,Closed,5,5,5.0,0.950095529,incident,closed,0.0,2013-10-04 14:38:00,2013-10-01 16:21:00,2013-10-10 13:56:00,2013-10-10 13:56:00,4115638889,User manual not used,1.0,1.0,1.0,143.3
application,Web Based Application,WBS000063,Closed,4,4,4.0,0.211265414,incident,closed,0.0,2013-10-04 14:48:00,2013-10-01 16:21:00,2013-10-04 16:59:00,2013-10-04 17:00:00,655833333,Other,1.0,1.0,1.0,2.2
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.617219184,incident,closed,0.0,2013-10-04 15:00:00,2013-10-01 16:21:00,2013-10-04 15:17:00,2013-10-04 15:17:00,276388889,Software,1.0,1.0,1.0,0.2833333333333333
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.517573184,incident,closed,0.0,2013-10-04 15:04:00,2013-10-01 16:21:00,2013-10-04 15:46:00,2013-10-04 15:46:00,693611111,Software,1.0,1.0,1.0,0.7
hardware,DataCenterEquipment,WBS000166,Closed,5,5,5.0,0.632313306,incident,closed,1.0,2013-10-04 15:10:00,2013-10-01 16:21:00,2013-10-07 13:26:00,2013-10-07 13:26:00,28325,Hardware,1.0,1.0,1.0,70.26666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.623492342,incident,closed,0.0,2013-10-04 15:26:00,2013-10-01 16:21:00,2013-10-07 11:08:00,2013-10-07 11:08:00,6197777778,Data,1.0,1.0,1.0,67.7
application,Server Based Application,WBS000128,Closed,3,3,3.0,0.675549126,incident,closed,0.0,2013-10-04 15:37:00,2013-10-01 16:21:00,2013-10-07 14:20:00,2013-10-07 14:20:00,9209722222,Software,1.0,1.0,1.0,70.71666666666667
storage,Controller,WBS000182,Closed,3,3,3.0,0.197549946,incident,closed,0.0,2013-10-04 15:39:00,2013-10-01 16:21:00,2013-10-07 12:21:00,2013-10-07 12:21:00,2344722222,Hardware,1.0,1.0,1.0,68.7
application,Client Based Application,WBS000073,Closed,4,4,4.0,0.493987158,incident,closed,4.0,2013-10-04 15:44:00,2013-10-01 16:21:00,2013-10-07 15:53:00,2013-10-07 15:53:00,1064833333,Other,1.0,1.0,1.0,72.15
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.229498487,incident,closed,0.0,2013-10-04 15:48:00,2013-10-01 16:21:00,2013-10-07 08:21:00,2013-10-07 08:22:00,3053333333,Software,1.0,1.0,1.0,64.56666666666666
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.658980107,incident,closed,0.0,2013-10-04 15:52:00,2013-10-01 16:21:00,2013-10-07 08:13:00,2013-10-07 08:13:00,2851388889,Software,1.0,1.0,1.0,64.35
computer,Banking Device,WBS000146,Closed,4,4,4.0,0.059452269,incident,closed,1.0,2013-10-04 15:54:00,2013-10-01 16:21:00,2013-10-08 08:59:00,2013-10-08 08:59:00,1407722222,Hardware,1.0,1.0,1.0,89.08333333333333
application,Web Based Application,WBS000063,Closed,3,3,3.0,0.129751367,incident,closed,0.0,2013-10-04 16:00:00,2013-10-01 16:21:00,2013-10-04 16:51:00,2013-10-04 16:51:00,594444444,Other,1.0,1.0,1.0,0.85
application,Server Based Application,WBS000023,Closed,3,3,3.0,0.509161215,incident,closed,0.0,2013-10-04 16:00:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-04 16:06:00,99444444,User error,1.0,1.0,1.0,0.1
application,Web Based Application,WBS000318,Closed,5,5,5.0,0.397010361,incident,closed,0.0,2013-10-04 16:11:00,2013-10-01 16:21:00,2013-10-09 14:13:00,2013-10-09 14:13:00,2954111111,Unknown,1.0,1.0,1.0,118.03333333333333
application,Desktop Application,WBS000094,Closed,5,5,5.0,0.167835206,incident,closed,0.0,2013-10-04 16:12:00,2013-10-01 16:21:00,2013-10-08 10:31:00,2013-10-08 10:31:00,1530972222,No error - works as designed,1.0,1.0,1.0,90.31666666666666
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.634747224,incident,closed,0.0,2013-10-04 16:16:00,2013-10-01 16:21:00,2013-10-04 16:31:00,2013-10-04 16:31:00,2575,Software,1.0,1.0,1.0,0.25
application,Desktop Application,WBS000094,Closed,5,5,5.0,0.01728698,incident,closed,0.0,2013-10-04 16:21:00,2013-10-01 16:21:00,2013-10-08 10:32:00,2013-10-08 10:32:00,1518416667,No error - works as designed,1.0,1.0,1.0,90.18333333333334
application,Server Based Application,WBS000017,Closed,4,4,4.0,0.888903599,incident,closed,0.0,2013-10-04 12:13:00,2013-10-01 16:21:00,2013-10-10 10:27:00,2013-10-10 10:27:00,1108888889,Data,1.0,1.0,1.0,142.23333333333332
application,Server Based Application,WBS000016,Closed,NS,3,4.0,0.744614059,incident,closed,0.0,2013-10-04 12:19:00,2013-10-01 16:21:00,2013-10-08 09:09:00,2013-10-08 09:09:00,1783916667,Hardware,1.0,1.0,1.0,92.83333333333333
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.886401536,request for information,closed,0.0,2013-10-04 12:21:00,2013-10-01 16:21:00,2013-10-04 14:08:00,2013-10-04 14:08:00,1778333333,Other,1.0,1.0,1.0,1.7833333333333334
computer,Banking Device,WBS000146,Closed,4,4,4.0,0.875016466,incident,closed,0.0,2013-10-04 12:58:00,2013-10-01 16:21:00,2013-10-04 14:31:00,2013-10-04 14:31:00,1539722222,User error,1.0,1.0,1.0,1.55
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.181050566,request for information,closed,5.0,2013-10-04 13:23:00,2013-10-01 16:21:00,2013-10-08 09:45:00,2013-10-08 09:45:00,1735305556,Other,1.0,1.0,1.0,92.36666666666666
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.876286769,incident,closed,0.0,2013-10-04 13:27:00,2013-10-01 16:21:00,2013-10-04 13:43:00,2013-10-04 13:43:00,256111111,Software,1.0,1.0,1.0,0.26666666666666666
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.551357703,request for information,closed,2.0,2013-10-04 13:31:00,2013-10-01 16:21:00,2013-11-04 08:42:00,2013-11-04 08:43:00,2157002778,Other,1.0,1.0,1.0,739.2
computer,Banking Device,WBS000146,Closed,NS,3,4.0,0.683658644,incident,closed,1.0,2013-10-04 14:24:00,2013-10-01 16:21:00,2013-10-04 19:51:00,2013-10-04 19:51:00,1127222222,Hardware,1.0,1.0,1.0,5.45
application,Desktop Application,WBS000092,Closed,4,4,4.0,0.285245967,incident,closed,1.0,2013-10-04 14:25:00,2013-10-01 16:21:00,2013-10-07 09:50:00,2013-10-07 09:50:00,5918888889,Software,1.0,1.0,1.0,67.41666666666667
computer,Banking Device,WBS000146,Closed,4,4,4.0,0.336077103,incident,closed,1.0,2013-10-04 14:50:00,2013-10-01 16:21:00,2013-10-08 16:03:00,2013-10-08 16:03:00,222125,Hardware,1.0,1.0,1.0,97.21666666666667
computer,Banking Device,WBS000146,Closed,4,4,4.0,0.734037324,incident,closed,1.0,2013-10-04 14:51:00,2013-10-01 16:21:00,2013-10-08 16:02:00,2013-10-08 16:03:00,2219111111,Hardware,1.0,1.0,1.0,97.2
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.557783365,incident,closed,1.0,2013-10-04 14:52:00,2013-10-01 16:21:00,2013-10-08 15:58:00,2013-10-08 15:58:00,2210055556,Hardware,1.0,1.0,1.0,97.1
computer,Banking Device,WBS000146,Closed,NS,3,4.0,0.353629997,incident,closed,1.0,2013-10-04 14:52:00,2013-10-01 16:21:00,2013-10-08 15:57:00,2013-10-08 15:57:00,2208472222,Hardware,1.0,1.0,1.0,97.08333333333333
application,Web Based Application,WBS000138,Closed,4,4,4.0,0.62638152,incident,closed,4.0,2013-10-04 15:03:00,2013-10-01 16:21:00,2013-10-09 10:31:00,2013-10-09 10:31:00,1206333333,Software,1.0,1.0,1.0,115.46666666666667
application,Server Based Application,WBS000016,Closed,3,3,3.0,0.419889331,incident,closed,0.0,2013-10-04 15:14:00,2013-10-01 16:21:00,2013-10-04 15:15:00,2013-10-04 15:15:00,21388889,Unknown,1.0,1.0,1.0,0.016666666666666666
application,Desktop Application,WBS000092,Closed,4,4,4.0,0.981389968,incident,closed,0.0,2013-10-04 15:14:00,2013-10-01 16:21:00,2013-10-04 16:13:00,2013-10-04 16:13:00,985277778,Software,1.0,1.0,1.0,0.9833333333333333
application,Server Based Application,WBS000294,Closed,3,3,3.0,0.747219121,incident,closed,0.0,2013-10-04 15:21:00,2013-10-01 16:21:00,2013-10-08 15:51:00,2013-10-08 15:51:00,5431666667,Other,1.0,1.0,1.0,96.5
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.082024905,incident,closed,1.0,2013-10-04 15:24:00,2013-10-01 16:21:00,2013-10-10 15:11:00,2013-10-10 15:11:00,4178944444,User manual not used,1.0,1.0,1.0,143.78333333333333
application,Server Based Application,WBS000223,Closed,4,4,4.0,0.285870782,incident,closed,0.0,2013-10-04 15:27:00,2013-10-01 16:21:00,2013-10-07 11:55:00,2013-10-07 11:56:00,6978333333,Other,1.0,1.0,1.0,68.48333333333333
application,Server Based Application,WBS000223,Closed,4,4,4.0,0.22279812,incident,closed,0.0,2013-10-04 15:33:00,2013-10-01 16:21:00,2013-10-07 12:04:00,2013-10-07 12:04:00,7017777778,Other,1.0,1.0,1.0,68.51666666666667
application,Web Based Application,WBS000168,Closed,5,5,5.0,0.020288408,incident,closed,2.0,2013-10-04 15:38:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-04 16:49:00,1189722222,Software,1.0,1.0,1.0,1.1833333333333333
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.455297442,request for information,closed,0.0,2013-10-04 15:40:00,2013-10-01 16:21:00,2013-10-04 15:41:00,2013-10-04 15:41:00,14166667,Other,1.0,1.0,1.0,0.016666666666666666
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.826046271,incident,closed,2.0,2013-10-04 15:41:00,2013-10-01 16:21:00,2013-10-08 08:37:00,2013-10-08 08:39:00,1397333333,No error - works as designed,1.0,1.0,1.0,88.96666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.852505897,incident,closed,2.0,2013-10-04 15:42:00,2013-10-01 16:21:00,2013-10-08 08:35:00,2013-10-08 08:35:00,1389305556,Other,1.0,1.0,1.0,88.88333333333334
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.39548603,incident,closed,0.0,2013-10-04 15:45:00,2013-10-01 16:21:00,2013-10-04 15:48:00,2013-10-04 15:48:00,44166667,Software,1.0,1.0,1.0,0.05
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.380949647,incident,closed,0.0,2013-10-04 15:54:00,2013-10-01 16:21:00,2013-10-07 11:37:00,2013-10-07 11:37:00,623,Software,1.0,1.0,1.0,67.71666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.762444595,incident,closed,0.0,2013-10-04 15:58:00,2013-10-01 16:21:00,2013-10-07 08:24:00,2013-10-07 08:25:00,2944444444,Software,1.0,1.0,1.0,64.45
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.406237645,incident,closed,0.0,2013-10-04 16:28:00,2013-10-01 16:21:00,2013-10-07 08:53:00,2013-10-07 08:53:00,2911111111,Software,1.0,1.0,1.0,64.41666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.816596317,incident,closed,0.0,2013-10-04 16:31:00,2013-10-01 16:21:00,2013-10-04 16:37:00,2013-10-04 16:37:00,111388889,Software,1.0,1.0,1.0,0.1
computer,Banking Device,WBS000146,Closed,4,4,4.0,0.804501286,incident,closed,0.0,2013-10-04 16:55:00,2013-10-01 16:21:00,2013-10-07 12:01:00,2013-10-07 12:01:00,5604722222,Software,1.0,1.0,1.0,67.1
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.518485787,incident,closed,1.0,2013-10-04 17:10:00,2013-10-01 16:21:00,2013-10-07 14:26:00,2013-10-07 14:26:00,7770833333,Other,1.0,1.0,1.0,69.26666666666667
application,Web Based Application,WBS000223,Closed,5,5,5.0,0.696248873,request for information,closed,3.0,2013-10-04 17:14:00,2013-10-09 12:44:00,2013-11-04 11:26:00,2013-11-04 11:26:00,2037405556,User error,2.0,1.0,1.0,738.2
application,Server Based Application,WBS000228,Closed,5,5,5.0,0.703086296,request for information,closed,0.0,2013-10-07 07:48:00,2013-10-01 16:21:00,2013-10-08 09:47:00,2013-10-08 09:47:00,124925,No error - works as designed,1.0,1.0,1.0,25.983333333333334
subapplication,Web Based Application,WBS000125,Closed,5,5,5.0,0.228378518,incident,closed,3.0,2013-10-07 08:12:00,2013-10-01 16:21:00,2013-10-11 16:00:00,2013-10-11 16:01:00,4981833333,Other,1.0,1.0,1.0,103.81666666666666
computer,Laptop,WBS000187,Closed,5,5,5.0,0.601596917,incident,closed,0.0,2013-10-04 13:27:00,2013-10-01 16:21:00,2013-10-08 15:01:00,2013-10-08 15:01:00,2256555556,Hardware,1.0,1.0,1.0,97.56666666666666
application,SAP,WBS000271,Closed,5,5,5.0,0.68087487,request for information,closed,0.0,2013-10-04 13:30:00,2013-10-01 16:21:00,2013-10-04 13:32:00,2013-10-04 13:32:00,34722222,Other,1.0,1.0,1.0,0.03333333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.279790099,incident,closed,0.0,2013-10-04 13:43:00,2013-10-01 16:21:00,2013-10-04 14:40:00,2013-10-04 14:40:00,950555556,User manual not used,1.0,1.0,1.0,0.95
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.610513807,incident,closed,0.0,2013-10-04 13:49:00,2013-10-01 16:21:00,2013-10-04 17:58:00,2013-10-04 17:59:00,4166111111,User error,1.0,1.0,1.0,4.166666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.378394644,incident,closed,0.0,2013-10-04 13:55:00,2013-10-01 16:21:00,2013-10-04 14:01:00,2013-10-04 14:01:00,103333333,Software,1.0,1.0,1.0,0.1
application,Server Based Application,WBS000016,Closed,3,3,3.0,0.832189331,incident,closed,0.0,2013-10-04 13:57:00,2013-10-01 16:21:00,2013-10-04 14:00:00,2013-10-04 14:00:00,41111111,Other,1.0,1.0,1.0,0.05
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.330490259,incident,closed,2.0,2013-10-04 14:07:00,2013-10-01 16:21:00,2013-10-07 15:43:00,2013-10-07 15:43:00,1209416667,Software,1.0,1.0,1.0,73.6
application,Web Based Application,WBS000152,Closed,5,5,5.0,0.623418534,incident,closed,2.0,2013-10-04 14:08:00,2013-10-01 16:21:00,2013-10-09 11:43:00,2013-10-09 11:44:00,2458,Software,1.0,1.0,1.0,117.6
application,Server Based Application,WBS000228,Closed,NS,3,4.0,0.212684294,incident,closed,0.0,2013-10-04 14:26:00,2013-10-01 16:21:00,2013-10-04 14:50:00,2013-10-04 14:50:00,399444444,Other,1.0,1.0,1.0,0.4
application,Server Based Application,WBS000014,Closed,5,5,5.0,0.93389889,request for information,closed,3.0,2013-10-04 14:33:00,2013-10-01 16:21:00,2013-10-08 15:49:00,2013-10-08 15:49:00,2227805556,Other,1.0,1.0,1.0,97.26666666666667
application,Citrix,WBS000098,Closed,4,4,4.0,0.004537938,incident,closed,1.0,2013-10-04 14:36:00,2013-10-01 16:21:00,2013-10-04 15:47:00,2013-10-04 15:47:00,11975,Operator error,1.0,1.0,1.0,1.1833333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.211993879,incident,closed,0.0,2013-10-04 14:36:00,2013-10-01 16:21:00,2013-10-07 09:57:00,2013-10-07 09:57:00,5854166667,Software,1.0,1.0,1.0,67.35
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.479723496,incident,closed,0.0,2013-10-04 14:38:00,2013-10-01 16:21:00,2013-10-04 15:23:00,2013-10-04 15:23:00,755555556,Other,1.0,1.0,1.0,0.75
application,Web Based Application,WBS000171,Closed,4,5,4.0,0.697179076,incident,closed,0.0,2013-10-04 14:42:00,2013-10-01 16:21:00,2013-10-04 15:16:00,2013-10-04 15:16:00,561111111,Other,1.0,1.0,1.0,0.5666666666666667
application,Web Based Application,WBS000171,Closed,4,5,4.0,0.032634784,incident,closed,0.0,2013-10-04 14:47:00,2013-10-01 16:21:00,2013-10-04 15:22:00,2013-10-04 15:23:00,588888889,Other,1.0,1.0,1.0,0.6
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.280638394,request for information,closed,0.0,2013-10-04 15:00:00,2013-10-01 16:21:00,2013-10-07 08:14:00,2013-10-07 08:15:00,3750555556,Other,1.0,1.0,1.0,65.25
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.044768788,incident,closed,1.0,2013-10-04 15:18:00,2013-10-01 16:21:00,2013-10-07 07:43:00,2013-10-07 07:43:00,2925833333,Unknown,1.0,1.0,1.0,64.41666666666667
application,SAP,WBS000271,Closed,5,5,5.0,0.256259047,request for information,closed,2.0,2013-10-04 15:21:00,2013-10-01 16:21:00,2013-10-07 07:20:00,2013-10-07 07:20:00,2634166667,Other,1.0,1.0,1.0,63.983333333333334
application,Server Based Application,WBS000163,Closed,NS,3,4.0,0.661702651,incident,closed,0.0,2013-10-04 15:27:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-04 15:36:00,151944444,User error,1.0,1.0,1.0,0.15
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.346793846,incident,closed,0.0,2013-10-04 15:28:00,2013-10-01 16:21:00,2013-10-07 14:46:00,2013-10-07 14:46:00,9797222222,Software,1.0,1.0,1.0,71.3
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.112265825,incident,closed,0.0,2013-10-04 15:31:00,2013-10-01 16:21:00,2013-10-04 16:46:00,2013-10-04 16:46:00,1256388889,Software,1.0,1.0,1.0,1.25
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.152310597,incident,closed,0.0,2013-10-04 15:39:00,2013-10-01 16:21:00,2013-10-04 15:50:00,2013-10-04 15:50:00,195277778,Software,1.0,1.0,1.0,0.18333333333333332
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.138719961,incident,closed,0.0,2013-10-04 15:48:00,2013-10-01 16:21:00,2013-10-07 09:13:00,2013-10-07 09:13:00,392,No error - works as designed,1.0,1.0,1.0,65.41666666666667
application,SAP,WBS000271,Closed,5,5,5.0,0.157675999,request for information,closed,3.0,2013-10-04 15:54:00,2013-10-01 16:21:00,2013-10-07 14:33:00,2013-10-07 14:33:00,9153333333,Other,1.0,1.0,1.0,70.65
subapplication,Web Based Application,WBS000066,Closed,5,5,5.0,0.228711014,request for information,closed,1.0,2013-10-04 15:56:00,2013-10-01 16:21:00,2013-10-07 07:27:00,2013-10-07 07:27:00,2060833333,Inquiry,1.0,1.0,1.0,63.516666666666666
application,Desktop Application,WBS000094,Closed,5,5,5.0,0.282591104,request for information,closed,2.0,2013-10-04 16:13:00,2013-10-01 16:21:00,2013-10-08 17:15:00,2013-10-08 17:15:00,1124611111,No error - works as designed,1.0,1.0,1.0,97.03333333333333
application,Server Based Application,WBS000042,Closed,5,5,5.0,0.887363438,incident,closed,2.0,2013-10-04 16:15:00,2013-10-01 16:21:00,2013-10-11 09:40:00,2013-10-11 09:42:00,4595,Software,1.0,1.0,1.0,161.45
application,Server Based Application,WBS000296,Closed,5,5,5.0,0.275569984,request for information,closed,2.0,2013-10-04 16:21:00,2013-10-01 16:21:00,2013-10-06 11:56:00,2013-10-06 11:56:00,1646666667,No error - works as designed,1.0,1.0,1.0,43.583333333333336
application,Server Based Application,WBS000296,Closed,5,5,5.0,0.806443301,request for information,closed,2.0,2013-10-04 16:23:00,2013-10-01 16:21:00,2013-10-04 18:33:00,2013-10-04 18:34:00,16125,Data,1.0,1.0,1.0,2.183333333333333
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.990460239,incident,closed,0.0,2013-10-04 14:15:00,2013-10-01 16:21:00,2013-10-04 14:17:00,2013-10-04 14:17:00,24166667,Operator error,1.0,1.0,1.0,0.03333333333333333
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.000178313,incident,closed,0.0,2013-10-04 14:22:00,2013-10-01 16:21:00,2013-10-04 14:39:00,2013-10-04 14:39:00,281111111,Software,1.0,1.0,1.0,0.2833333333333333
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.78076321,incident,closed,1.0,2013-10-04 14:25:00,2013-10-01 16:21:00,2013-10-08 11:22:00,2013-10-08 11:22:00,1795444444,Software,1.0,1.0,1.0,92.95
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.278436599,incident,closed,3.0,2013-10-04 14:36:00,2013-10-01 16:21:00,2013-10-07 10:43:00,2013-10-07 10:43:00,5820555556,Other,1.0,1.0,1.0,68.11666666666666
application,Server Based Application,WBS000263,Closed,4,4,4.0,0.3020075,incident,closed,4.0,2013-10-04 14:40:00,2013-10-01 16:21:00,2013-10-07 12:42:00,2013-10-07 12:42:00,8543333333,Other,1.0,1.0,1.0,70.03333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.145996225,incident,closed,0.0,2013-10-04 14:58:00,2013-10-01 16:21:00,2013-10-07 10:25:00,2013-10-07 10:25:00,5950277778,No error - works as designed,1.0,1.0,1.0,67.45
application,Server Based Application,WBS000027,Closed,4,4,4.0,0.662806596,incident,closed,0.0,2013-10-04 15:03:00,2013-10-01 16:21:00,2013-10-04 15:13:00,2013-10-04 15:13:00,165277778,User error,1.0,1.0,1.0,0.16666666666666666
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.27397174,request for information,closed,0.0,2013-10-04 15:14:00,2013-10-01 16:21:00,2013-10-07 11:37:00,2013-10-07 11:37:00,6893055556,Other,1.0,1.0,1.0,68.38333333333334
application,Server Based Application,WBS000014,Closed,3,3,3.0,0.089189794,incident,closed,1.0,2013-10-04 15:14:00,2013-10-01 16:21:00,2013-10-08 11:53:00,2013-10-08 11:53:00,5618888889,Software,1.0,1.0,1.0,92.65
application,Client Based Application,WBS000073,Closed,4,4,4.0,0.057663278,incident,closed,1.0,2013-10-04 15:23:00,2013-10-01 16:21:00,2013-10-11 14:03:00,2013-10-11 14:03:00,1702472222,No error - works as designed,1.0,1.0,1.0,166.66666666666666
application,Desktop Application,WBS000089,Closed,4,4,4.0,0.631778588,incident,closed,1.0,2013-10-04 15:30:00,2013-10-01 16:21:00,2013-10-11 08:57:00,2013-10-11 08:57:00,19444444,Other,1.0,1.0,1.0,161.45
application,Web Based Application,WBS000318,Closed,4,4,4.0,0.632162436,incident,closed,0.0,2013-10-04 15:31:00,2013-10-01 16:21:00,2013-10-04 16:01:00,2013-10-04 16:01:00,510277778,No error - works as designed,1.0,1.0,1.0,0.5
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.265658057,incident,closed,0.0,2013-10-04 15:35:00,2013-10-01 16:21:00,2013-10-07 08:19:00,2013-10-07 08:19:00,3233888889,Software,1.0,1.0,1.0,64.73333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.993215424,incident,closed,0.0,2013-10-04 15:40:00,2013-10-01 16:21:00,2013-10-07 08:48:00,2013-10-07 08:48:00,36425,Software,1.0,1.0,1.0,65.13333333333334
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.225807166,incident,closed,0.0,2013-10-04 15:45:00,2013-10-01 16:21:00,2013-10-04 15:57:00,2013-10-04 15:57:00,195,Operator error,1.0,1.0,1.0,0.2
application,Server Based Application,WBS000006,Closed,4,4,4.0,0.484928108,incident,closed,0.0,2013-10-04 16:05:00,2013-10-01 16:21:00,2013-10-04 16:42:00,2013-10-04 16:42:00,627777778,Software,1.0,1.0,1.0,0.6166666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.873108676,incident,closed,0.0,2013-10-04 16:09:00,2013-10-01 16:21:00,2013-10-04 16:17:00,2013-10-04 16:17:00,135833333,Software,1.0,1.0,1.0,0.13333333333333333
application,Server Based Application,WBS000263,Closed,4,4,4.0,0.039839296,incident,closed,0.0,2013-10-04 16:12:00,2013-10-01 16:21:00,2013-10-04 16:15:00,2013-10-04 16:15:00,37777778,Other,1.0,1.0,1.0,0.05
application,Server Based Application,WBS000099,Closed,4,4,4.0,0.076925583,incident,closed,4.0,2013-10-04 16:12:00,2013-11-07 16:15:00,2013-11-07 16:15:00,2013-11-07 16:15:00,2065252778,Software,1.0,1.0,1.0,816.05
application,Web Based Application,WBS000073,Closed,4,5,4.0,0.75561719,incident,closed,3.0,2013-10-04 16:25:00,2013-10-01 16:21:00,2013-10-08 15:49:00,2013-10-08 15:50:00,2040666667,Unknown,2.0,1.0,1.0,95.41666666666667
application,Web Based Application,WBS000073,Closed,5,5,5.0,0.395910359,incident,closed,0.0,2013-10-04 16:33:00,2013-10-01 16:21:00,2013-10-08 11:06:00,2013-10-08 11:06:00,1555583333,User manual not used,1.0,1.0,1.0,90.55
application,Web Based Application,WBS000172,Closed,4,4,4.0,0.634438894,incident,closed,0.0,2013-10-04 17:13:00,2013-10-01 16:21:00,2013-10-04 17:34:00,2013-10-04 17:34:00,353055556,Other,1.0,1.0,1.0,0.35
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.191838481,incident,closed,0.0,2013-10-04 17:42:00,2013-10-01 16:21:00,2013-10-07 08:34:00,2013-10-07 08:34:00,1363333333,Software,1.0,1.0,1.0,62.86666666666667
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.340766955,incident,closed,0.0,2013-10-04 17:58:00,2013-10-01 16:21:00,2013-10-05 15:08:00,2013-10-05 15:08:00,19722222,Other,1.0,1.0,1.0,21.166666666666668
application,Desktop Application,WBS000092,Closed,3,3,3.0,0.098082369,incident,closed,0.0,2013-10-04 18:04:00,2013-10-01 16:21:00,2013-10-07 14:08:00,2013-10-07 14:08:00,1717222222,Software,1.0,1.0,1.0,68.06666666666666
application,Server Based Application,WBS000013,Closed,3,3,3.0,0.752421531,incident,closed,0.0,2013-10-04 21:47:00,2013-10-01 16:21:00,2013-10-07 12:58:00,2013-10-07 13:16:00,0,Other,1.0,1.0,1.0,63.483333333333334
storage,Controller,WBS000182,Closed,3,3,3.0,0.139367833,incident,closed,0.0,2013-10-07 05:59:00,2013-10-01 16:21:00,2013-10-07 13:09:00,2013-10-07 13:09:00,5655277778,Unknown,1.0,1.0,1.0,7.166666666666667
computer,Laptop,WBS000091,Closed,5,5,5.0,0.448542621,incident,closed,1.0,2013-10-07 07:13:00,2013-10-01 16:21:00,2013-10-11 09:19:00,2013-10-11 09:19:00,1575805556,Software,1.0,1.0,1.0,98.1
application,Desktop Application,WBS000093,Closed,4,4,4.0,0.653254026,incident,closed,1.0,2013-10-07 07:55:00,2013-10-01 16:21:00,2013-10-07 10:10:00,2013-10-07 10:10:00,2256388889,Unknown,1.0,1.0,1.0,2.25
application,Citrix,WBS000292,Closed,4,4,4.0,0.282041264,incident,closed,0.0,2013-10-07 08:03:00,2013-10-01 16:21:00,2013-10-08 09:02:00,2013-10-08 09:02:00,1148194444,No error - works as designed,1.0,1.0,1.0,24.983333333333334
